Order ID,Category,Platform,Quantity Sold,Selling Price,Date of Sale,Delivery Status,Delivery State
AMA-697464,Electronics,Amazon,1,328.84,2027-11-09,Delivered,State-23
AMA-656161,Accessories,Amazon,2,953.74,2027-11-10,In Transit,State-13
AMA-962588,Books,Amazon,10,398.59,2027-11-11,Delivered,State-21
AMA-776193,Electronics,Amazon,7,136.82,2027-11-12,In Transit,State-14
AMA-877025,Books,Amazon,5,464.31,2027-11-13,Cancelled,State-14
AMA-459301,Fashion,Amazon,10,430.63,2027-11-14,In Transit,State-7
AMA-818896,Electronics,Amazon,4,414.53,2027-11-15,Delivered,State-12
AMA-666850,Accessories,Amazon,9,871.79,2027-11-16,Delivered,State-8
AMA-776407,Books,Amazon,6,481.99,2027-11-17,Delivered,State-20
AMA-580797,Electronics,Amazon,3,426.22,2027-11-18,Delivered,State-13
AMA-784387,Electronics,Amazon,4,240.13,2027-11-19,Cancelled,State-3
AMA-284405,Accessories,Amazon,7,257.20,2027-11-20,Cancelled,State-26
AMA-293369,Books,Amazon,5,531.21,2027-11-21,In Transit,State-7
AMA-886006,Books,Amazon,4,212.16,2027-11-22,In Transit,State-24
AMA-799277,Fashion,Amazon,4,153.08,2027-11-23,In Transit,State-12
AMA-858164,Accessories,Amazon,1,550.03,2027-11-24,Cancelled,State-29
AMA-750792,Electronics,Amazon,8,602.40,2027-11-25,Cancelled,State-21
AMA-985713,Books,Amazon,4,554.16,2027-11-26,Cancelled,State-23
AMA-978692,Fashion,Amazon,2,732.14,2027-11-27,Cancelled,State-8
AMA-365038,Fashion,Amazon,6,672.64,2027-11-28,In Transit,State-29
AMA-750623,Fashion,Amazon,6,349.08,2027-11-29,Cancelled,State-27
AMA-924081,Fashion,Amazon,1,508.09,2027-11-30,Cancelled,State-20
AMA-632008,Books,Amazon,2,335.38,2027-12-01,In Transit,State-29
AMA-679851,Fashion,Amazon,3,256.47,2027-12-02,Cancelled,State-8
AMA-855617,Fashion,Amazon,8,419.57,2027-12-03,Cancelled,State-4
AMA-385367,Books,Amazon,7,780.14,2027-12-04,Cancelled,State-1
AMA-624515,Fashion,Amazon,3,903.79,2027-12-05,Cancelled,State-18
AMA-910333,Accessories,Amazon,2,425.55,2027-12-06,In Transit,State-4
AMA-363186,Accessories,Amazon,4,334.85,2027-12-07,Cancelled,State-14
AMA-736640,Fashion,Amazon,10,144.78,2027-12-08,Cancelled,State-1
AMA-768297,Books,Amazon,10,938.04,2027-12-09,Cancelled,State-2
AMA-381553,Electronics,Amazon,10,672.24,2027-12-10,Cancelled,State-1
AMA-506508,Books,Amazon,8,708.36,2027-12-11,Delivered,State-14
AMA-769716,Accessories,Amazon,7,750.43,2027-12-12,Delivered,State-11
AMA-614318,Books,Amazon,8,436.15,2027-12-13,Cancelled,State-2
AMA-250322,Fashion,Amazon,10,922.25,2027-12-14,Cancelled,State-23
AMA-250322,Fashion,Amazon,10,922.25,2027-12-14,Cancelled,State-17
AMA-469111,Books,Amazon,3,302.98,2027-12-15,Delivered,State-21
AMA-240211,Books,Amazon,4,776.69,2027-12-16,In Transit,State-15
AMA-935069,Electronics,Amazon,7,356.13,2027-12-17,In Transit,State-3
AMA-489697,Books,Amazon,8,144.30,2027-12-18,In Transit,State-5
AMA-488590,Electronics,Amazon,6,840.93,2027-12-19,Delivered,State-2
AMA-143163,Electronics,Amazon,3,779.14,2027-12-20,Delivered,State-9
AMA-953268,Accessories,Amazon,5,773.29,2027-12-21,In Transit,State-2
AMA-529264,Books,Amazon,5,437.45,2027-12-22,In Transit,State-16
AMA-976672,Accessories,Amazon,10,513.96,2027-12-23,In Transit,State-24
AMA-285623,Electronics,Amazon,10,754.88,2027-12-24,Cancelled,State-5
AMA-207042,Electronics,Amazon,1,308.40,2027-12-25,In Transit,State-16
AMA-314386,Electronics,Amazon,10,585.80,2027-12-26,Cancelled,State-7
AMA-788604,Electronics,Amazon,10,729.37,2027-12-27,Delivered,State-12
AMA-708310,Accessories,Amazon,7,242.74,2027-12-28,In Transit,State-16
AMA-771647,Fashion,Amazon,4,837.45,2027-12-29,Delivered,State-19
AMA-239459,Electronics,Amazon,4,925.72,2027-12-30,Delivered,State-8
AMA-515638,Electronics,Amazon,10,668.50,2027-12-31,In Transit,State-27
AMA-279743,Books,Amazon,5,575.97,2028-01-01,Delivered,State-7
AMA-902408,Books,Amazon,10,738.48,2028-01-02,In Transit,State-25
AMA-798274,Books,Amazon,6,898.94,2028-01-03,In Transit,State-21
AMA-226471,Fashion,Amazon,5,887.10,2028-01-04,Cancelled,State-11
AMA-478255,Electronics,Amazon,3,441.80,2028-01-05,Delivered,State-14
AMA-555311,Fashion,Amazon,10,649.80,2028-01-06,Delivered,State-23
AMA-779534,Electronics,Amazon,10,785.56,2028-01-07,Delivered,State-5
AMA-978314,Electronics,Amazon,8,522.62,2028-01-08,Delivered,State-27
AMA-325097,Books,Amazon,4,122.98,2028-01-09,In Transit,State-19
AMA-648376,Accessories,Amazon,1,875.87,2028-01-10,In Transit,State-24
AMA-193964,Accessories,Amazon,2,184.23,2028-01-11,In Transit,State-17
AMA-751131,Books,Amazon,6,237.86,2028-01-12,In Transit,State-3
AMA-581079,Electronics,Amazon,3,128.61,2028-01-13,In Transit,State-3
AMA-524403,Electronics,Amazon,9,362.60,2028-01-14,Delivered,State-19
AMA-747603,Books,Amazon,10,808.85,2028-01-15,Delivered,State-7
AMA-105379,Accessories,Amazon,2,159.55,2028-01-16,Delivered,State-8
AMA-568513,Fashion,Amazon,1,331.55,2028-01-17,In Transit,State-12
AMA-812535,Electronics,Amazon,5,714.04,2028-01-18,Delivered,State-15
AMA-893692,Accessories,Amazon,5,802.39,2028-01-19,Delivered,State-3
AMA-945726,Electronics,Amazon,9,149.14,2028-01-20,Cancelled,State-28
AMA-453571,Accessories,Amazon,4,407.44,2028-01-21,Cancelled,State-17
AMA-723564,Books,Amazon,9,385.00,2028-01-22,In Transit,State-13
AMA-565862,Fashion,Amazon,5,840.88,2028-01-23,In Transit,State-26
AMA-482105,Fashion,Amazon,9,343.02,2028-01-24,Cancelled,State-20
AMA-249939,Fashion,Amazon,10,170.39,2028-01-25,In Transit,State-7
AMA-522981,Accessories,Amazon,6,864.36,2028-01-26,In Transit,State-5
AMA-588344,Books,Amazon,5,662.85,2028-01-27,In Transit,State-20
AMA-794680,Electronics,Amazon,9,657.22,2028-01-28,Delivered,State-5
AMA-372253,Accessories,Amazon,2,413.76,2028-01-29,Cancelled,State-6
AMA-374012,Fashion,Amazon,10,379.39,2028-01-30,Cancelled,State-19
AMA-308217,Accessories,Amazon,4,570.54,2028-01-31,In Transit,State-28
AMA-558579,Books,Amazon,4,740.15,2028-02-01,Delivered,State-4
AMA-854456,Fashion,Amazon,3,667.51,2028-02-02,Delivered,State-21
AMA-267287,Electronics,Amazon,2,410.56,2028-02-03,Cancelled,State-17
AMA-534512,Accessories,Amazon,9,369.04,2028-02-04,In Transit,State-24
AMA-332839,Accessories,Amazon,3,547.45,2028-02-05,Cancelled,State-19
AMA-927407,Accessories,Amazon,10,155.09,2028-02-06,In Transit,State-7
AMA-858527,Fashion,Amazon,9,738.29,2028-02-07,Cancelled,State-13
AMA-702786,Fashion,Amazon,7,329.54,2028-02-08,Delivered,State-12
AMA-248798,Books,Amazon,8,791.65,2028-02-09,Delivered,State-6
AMA-819261,Electronics,Amazon,9,433.80,2028-02-10,Cancelled,State-12
AMA-634359,Books,Amazon,5,504.44,2028-02-11,Cancelled,State-25
AMA-419312,Electronics,Amazon,9,293.85,2028-02-12,Cancelled,State-10
AMA-564550,Books,Amazon,6,338.17,2028-02-13,In Transit,State-8
AMA-111910,Books,Amazon,3,752.15,2028-02-14,Delivered,State-8
AMA-742623,Accessories,Amazon,7,250.94,2028-02-15,Delivered,State-20
AMA-249320,Books,Amazon,9,382.32,2028-02-16,Cancelled,State-28
AMA-848913,Electronics,Amazon,8,865.26,2028-02-17,Cancelled,State-25
AMA-155789,Books,Amazon,3,794.46,2028-02-18,Delivered,State-3
AMA-899778,Fashion,Amazon,6,594.40,2028-02-19,Delivered,State-7
AMA-481052,Accessories,Amazon,5,574.22,2028-02-20,Cancelled,State-2
AMA-612685,Fashion,Amazon,7,466.60,2028-02-21,Delivered,State-17
AMA-603880,Electronics,Amazon,8,210.40,2028-02-22,Cancelled,State-8
AMA-542265,Books,Amazon,9,117.75,2028-02-23,Cancelled,State-19
AMA-755781,Fashion,Amazon,1,269.93,2028-02-24,Cancelled,State-6
AMA-844869,Fashion,Amazon,5,939.63,2028-02-25,In Transit,State-19
AMA-498828,Accessories,Amazon,1,970.68,2028-02-26,Delivered,State-27
AMA-712692,Books,Amazon,3,595.55,2028-02-27,Delivered,State-14
AMA-193299,Fashion,Amazon,3,346.14,2028-02-28,Cancelled,State-2
AMA-752613,Books,Amazon,3,971.35,2028-02-29,Delivered,State-21
AMA-598967,Fashion,Amazon,3,390.89,2028-03-01,Cancelled,State-23
AMA-286951,Books,Amazon,10,535.31,2028-03-02,Cancelled,State-6
AMA-326368,Electronics,Amazon,8,515.82,2028-03-03,In Transit,State-29
AMA-672069,Books,Amazon,2,868.14,2028-03-04,Delivered,State-13
AMA-927131,Books,Amazon,10,406.43,2028-03-05,Cancelled,State-3
AMA-342013,Books,Amazon,8,500.36,2028-03-06,Delivered,State-27
AMA-619436,Fashion,Amazon,2,368.58,2028-03-07,Delivered,State-24
AMA-888482,Electronics,Amazon,3,347.25,2028-03-08,In Transit,State-16
AMA-964422,Fashion,Amazon,7,240.44,2028-03-09,In Transit,State-30
AMA-961713,Electronics,Amazon,5,125.17,2028-03-10,Delivered,State-1
AMA-193017,Accessories,Amazon,1,466.91,2028-03-11,Delivered,State-1
AMA-226745,Electronics,Amazon,3,874.21,2028-03-12,Delivered,State-16
AMA-452508,Fashion,Amazon,9,901.44,2028-03-13,Delivered,State-19
AMA-369564,Fashion,Amazon,5,836.52,2028-03-14,Cancelled,State-11
AMA-238648,Books,Amazon,8,742.36,2028-03-15,In Transit,State-16
AMA-938206,Books,Amazon,4,838.04,2028-03-16,Delivered,State-26
AMA-326241,Books,Amazon,10,663.62,2028-03-17,Cancelled,State-24
AMA-817804,Electronics,Amazon,1,119.33,2028-03-18,Cancelled,State-17
AMA-346948,Books,Amazon,7,494.61,2028-03-19,Delivered,State-17
AMA-110787,Fashion,Amazon,8,219.99,2028-03-20,Delivered,State-7
AMA-174414,Electronics,Amazon,4,199.64,2028-03-21,In Transit,State-12
AMA-259626,Fashion,Amazon,10,787.54,2028-03-22,In Transit,State-20
AMA-887608,Books,Amazon,2,129.37,2028-03-23,In Transit,State-20
AMA-101431,Books,Amazon,10,519.28,2028-03-24,Delivered,State-13
AMA-487770,Accessories,Amazon,10,158.63,2028-03-25,In Transit,State-22
AMA-542640,Books,Amazon,8,846.43,2028-03-26,In Transit,State-21
AMA-695381,Electronics,Amazon,6,990.84,2028-03-27,Delivered,State-13
AMA-283364,Books,Amazon,6,130.42,2028-03-28,Delivered,State-10
AMA-715902,Accessories,Amazon,4,539.74,2028-03-29,Cancelled,State-8
AMA-709088,Accessories,Amazon,1,770.37,2028-03-30,Cancelled,State-10
AMA-717428,Accessories,Amazon,8,570.23,2028-03-31,Delivered,State-7
AMA-289607,Books,Amazon,6,205.44,2028-04-01,Delivered,State-13
AMA-723713,Books,Amazon,3,242.03,2028-04-02,Cancelled,State-19
AMA-414430,Electronics,Amazon,1,912.67,2028-04-03,Cancelled,State-11
AMA-764800,Accessories,Amazon,3,830.75,2028-04-04,Cancelled,State-13
AMA-798189,Fashion,Amazon,4,382.49,2028-04-05,In Transit,State-20
AMA-633411,Accessories,Amazon,3,476.30,2028-04-06,In Transit,State-8
AMA-842662,Electronics,Amazon,10,172.36,2028-04-07,Delivered,State-7
AMA-797097,Accessories,Amazon,3,563.95,2028-04-08,Cancelled,State-15
AMA-896564,Fashion,Amazon,1,705.84,2028-04-09,In Transit,State-9
AMA-801727,Fashion,Amazon,9,120.59,2028-04-10,Cancelled,State-13
AMA-598225,Accessories,Amazon,6,883.79,2028-04-11,Delivered,State-14
AMA-376733,Books,Amazon,5,672.55,2028-04-12,In Transit,State-11
AMA-372392,Fashion,Amazon,4,833.32,2028-04-13,Cancelled,State-7
AMA-610039,Books,Amazon,10,152.56,2028-04-14,In Transit,State-27
AMA-611578,Fashion,Amazon,9,877.63,2028-04-15,Cancelled,State-30
AMA-477361,Accessories,Amazon,2,671.95,2028-04-16,Cancelled,State-21
AMA-456316,Accessories,Amazon,5,412.97,2028-04-17,In Transit,State-10
AMA-252950,Electronics,Amazon,2,856.08,2028-04-18,Delivered,State-12
AMA-960520,Books,Amazon,3,938.27,2028-04-19,Cancelled,State-6
AMA-628034,Electronics,Amazon,2,380.73,2028-04-20,In Transit,State-11
AMA-640774,Fashion,Amazon,1,372.69,2028-04-21,Cancelled,State-8
AMA-836612,Electronics,Amazon,6,154.08,2028-04-22,In Transit,State-15
AMA-921232,Fashion,Amazon,3,537.24,2028-04-23,In Transit,State-15
AMA-397646,Electronics,Amazon,7,473.66,2028-04-24,In Transit,State-8
AMA-593260,Books,Amazon,7,492.38,2028-04-25,In Transit,State-19
AMA-866114,Fashion,Amazon,6,943.21,2028-04-26,Delivered,State-13
AMA-297461,Fashion,Amazon,2,289.11,2028-04-27,Cancelled,State-23
AMA-300162,Electronics,Amazon,5,153.53,2028-04-28,Cancelled,State-21
AMA-751389,Books,Amazon,10,445.93,2028-04-29,In Transit,State-5
AMA-330301,Fashion,Amazon,10,123.36,2028-04-30,Cancelled,State-26
AMA-950009,Books,Amazon,8,485.65,2028-05-01,Delivered,State-17
AMA-344899,Electronics,Amazon,1,722.10,2028-05-02,In Transit,State-20
AMA-469749,Electronics,Amazon,8,335.61,2028-05-03,In Transit,State-18
AMA-151191,Fashion,Amazon,10,543.17,2028-05-04,Delivered,State-22
AMA-806001,Books,Amazon,8,166.60,2028-05-05,In Transit,State-16
AMA-920335,Books,Amazon,3,199.91,2028-05-06,Cancelled,State-30
AMA-680347,Accessories,Amazon,9,524.98,2028-05-07,Cancelled,State-30
AMA-568240,Books,Amazon,10,625.30,2028-05-08,Delivered,State-23
AMA-651713,Fashion,Amazon,1,463.86,2028-05-09,In Transit,State-6
AMA-961323,Accessories,Amazon,5,526.98,2028-05-10,In Transit,State-11
AMA-577674,Books,Amazon,5,553.55,2028-05-11,In Transit,State-15
AMA-905766,Electronics,Amazon,5,367.66,2028-05-12,Cancelled,State-29
AMA-609195,Books,Amazon,3,557.19,2028-05-13,In Transit,State-6
AMA-319985,Accessories,Amazon,4,102.02,2028-05-14,Delivered,State-2
AMA-466349,Accessories,Amazon,9,943.24,2028-05-15,Cancelled,State-16
AMA-701113,Fashion,Amazon,3,412.89,2028-05-16,Cancelled,State-7
AMA-171050,Fashion,Amazon,6,406.06,2028-05-17,Delivered,State-28
AMA-927351,Fashion,Amazon,6,118.53,2028-05-18,Cancelled,State-1
AMA-848735,Books,Amazon,8,608.20,2028-05-19,In Transit,State-1
AMA-290566,Fashion,Amazon,9,683.38,2028-05-20,Delivered,State-7
AMA-279681,Accessories,Amazon,10,332.02,2028-05-21,Cancelled,State-6
AMA-761183,Electronics,Amazon,2,364.23,2028-05-22,Cancelled,State-1
AMA-729716,Books,Amazon,2,419.20,2028-05-23,Cancelled,State-13
AMA-683227,Fashion,Amazon,2,270.53,2028-05-24,Cancelled,State-1
AMA-575725,Accessories,Amazon,7,850.57,2028-05-25,Cancelled,State-15
AMA-555415,Accessories,Amazon,3,795.40,2028-05-26,Delivered,State-16
AMA-445862,Accessories,Amazon,1,539.33,2028-05-27,In Transit,State-20
AMA-341299,Fashion,Amazon,9,238.31,2028-05-28,Cancelled,State-7
AMA-781240,Electronics,Amazon,1,188.14,2028-05-29,In Transit,State-11
AMA-807101,Accessories,Amazon,7,647.46,2028-05-30,In Transit,State-27
AMA-962001,Accessories,Amazon,9,478.63,2028-05-31,Cancelled,State-19
AMA-637502,Accessories,Amazon,9,780.39,2028-06-01,Delivered,State-12
AMA-530654,Accessories,Amazon,5,694.15,2028-06-02,In Transit,State-2
AMA-561878,Electronics,Amazon,3,328.94,2028-06-03,Delivered,State-11
AMA-662719,Books,Amazon,9,966.39,2028-06-04,In Transit,State-11
AMA-912588,Electronics,Amazon,3,854.35,2028-06-05,In Transit,State-13
AMA-360811,Fashion,Amazon,6,455.40,2028-06-06,In Transit,State-22
AMA-195229,Fashion,Amazon,9,239.53,2028-06-07,Delivered,State-23
AMA-797855,Electronics,Amazon,3,568.65,2028-06-08,Cancelled,State-3
AMA-771921,Fashion,Amazon,9,332.87,2028-06-09,Delivered,State-27
AMA-538118,Books,Amazon,4,525.93,2028-06-10,Cancelled,State-10
AMA-955064,Books,Amazon,3,108.31,2028-06-11,In Transit,State-6
AMA-687305,Books,Amazon,2,492.21,2028-06-12,In Transit,State-13
AMA-610463,Books,Amazon,4,432.39,2028-06-13,Cancelled,State-5
AMA-605481,Accessories,Amazon,6,809.37,2028-06-14,Cancelled,State-4
AMA-736826,Books,Amazon,2,135.02,2028-06-15,Delivered,State-2
AMA-926196,Accessories,Amazon,10,357.51,2028-06-16,Cancelled,State-19
AMA-512317,Fashion,Amazon,4,709.84,2028-06-17,Delivered,State-6
AMA-553932,Accessories,Amazon,10,147.43,2028-06-18,Delivered,State-19
AMA-301163,Books,Amazon,2,772.53,2028-06-19,In Transit,State-14
AMA-558161,Electronics,Amazon,4,924.88,2028-06-20,Delivered,State-11
AMA-349157,Electronics,Amazon,4,747.99,2028-06-21,In Transit,State-14
AMA-565849,Electronics,Amazon,9,990.39,2028-06-22,Delivered,State-16
AMA-904591,Electronics,Amazon,5,342.65,2028-06-23,Cancelled,State-18
AMA-818686,Fashion,Amazon,5,544.64,2028-06-24,Cancelled,State-28
AMA-651303,Accessories,Amazon,2,523.72,2028-06-25,In Transit,State-18
AMA-250631,Books,Amazon,7,799.27,2028-06-26,In Transit,State-12
AMA-275464,Accessories,Amazon,1,365.67,2028-06-27,In Transit,State-20
AMA-351548,Books,Amazon,7,870.80,2028-06-28,Delivered,State-24
AMA-893299,Fashion,Amazon,2,367.42,2028-06-29,Cancelled,State-4
AMA-248651,Books,Amazon,3,474.68,2028-06-30,Delivered,State-29
AMA-524927,Accessories,Amazon,4,528.89,2028-07-01,In Transit,State-3
AMA-804636,Fashion,Amazon,2,861.98,2028-07-02,Delivered,State-24
AMA-406083,Electronics,Amazon,10,397.00,2028-07-03,Delivered,State-6
AMA-583662,Electronics,Amazon,10,241.50,2028-07-04,In Transit,State-9
AMA-806290,Fashion,Amazon,10,995.56,2028-07-05,Delivered,State-14
AMA-711546,Electronics,Amazon,3,879.69,2028-07-06,Delivered,State-13
AMA-434786,Accessories,Amazon,4,117.78,2028-07-07,Cancelled,State-7
AMA-155477,Electronics,Amazon,3,135.53,2028-07-08,Cancelled,State-6
AMA-359291,Fashion,Amazon,8,176.30,2028-07-09,Delivered,State-20
AMA-943915,Fashion,Amazon,8,360.85,2028-07-10,Cancelled,State-5
AMA-899496,Fashion,Amazon,8,398.64,2028-07-11,In Transit,State-8
AMA-598351,Electronics,Amazon,8,898.04,2028-07-12,In Transit,State-25
AMA-815635,Accessories,Amazon,4,783.38,2028-07-13,In Transit,State-29
AMA-635394,Fashion,Amazon,10,446.21,2028-07-14,In Transit,State-12
AMA-164943,Accessories,Amazon,5,695.11,2028-07-15,Delivered,State-5
AMA-775501,Electronics,Amazon,9,612.56,2028-07-16,Delivered,State-22
AMA-516690,Fashion,Amazon,2,967.97,2028-07-17,In Transit,State-9
AMA-929101,Accessories,Amazon,4,697.05,2028-07-18,Delivered,State-30
AMA-935174,Fashion,Amazon,2,858.14,2028-07-19,In Transit,State-7
AMA-489748,Accessories,Amazon,3,574.47,2028-07-20,Delivered,State-19
AMA-526097,Fashion,Amazon,8,864.99,2028-07-21,In Transit,State-17
AMA-213741,Accessories,Amazon,10,648.87,2028-07-22,Delivered,State-5
AMA-455382,Electronics,Amazon,1,592.88,2028-07-23,Delivered,State-26
AMA-683505,Fashion,Amazon,8,318.76,2028-07-24,Delivered,State-27
AMA-570328,Accessories,Amazon,2,657.65,2028-07-25,Delivered,State-3
AMA-996495,Books,Amazon,7,650.09,2028-07-26,In Transit,State-13
AMA-374404,Accessories,Amazon,1,795.01,2028-07-27,In Transit,State-12
AMA-345416,Electronics,Amazon,6,406.30,2028-07-28,Delivered,State-18
AMA-217238,Accessories,Amazon,8,678.50,2028-07-29,Cancelled,State-2
AMA-127957,Fashion,Amazon,2,505.01,2028-07-30,Delivered,State-10
AMA-186693,Accessories,Amazon,1,329.99,2028-07-31,Delivered,State-9
AMA-970715,Electronics,Amazon,1,654.14,2028-08-01,Delivered,State-11
AMA-543993,Books,Amazon,3,804.63,2028-08-02,In Transit,State-24
AMA-526945,Accessories,Amazon,10,880.34,2028-08-03,Cancelled,State-18
AMA-643220,Books,Amazon,4,458.53,2028-08-04,In Transit,State-7
AMA-263943,Accessories,Amazon,5,790.81,2028-08-05,In Transit,State-9
AMA-612494,Fashion,Amazon,4,295.20,2028-08-06,In Transit,State-27
AMA-134952,Books,Amazon,1,987.46,2028-08-07,Cancelled,State-4
AMA-598074,Books,Amazon,1,960.86,2028-08-08,Delivered,State-20
AMA-503568,Electronics,Amazon,7,713.53,2028-08-09,In Transit,State-20
AMA-881315,Fashion,Amazon,8,121.64,2028-08-10,Cancelled,State-18
AMA-679154,Fashion,Amazon,7,869.10,2028-08-11,Delivered,State-14
AMA-470313,Accessories,Amazon,10,149.16,2028-08-12,In Transit,State-21
AMA-470313,Accessories,Amazon,10,149.16,2028-08-12,In Transit,State-7
AMA-453324,Accessories,Amazon,8,490.34,2028-08-13,Cancelled,State-7
AMA-473429,Accessories,Amazon,7,515.47,2028-08-14,In Transit,State-10
AMA-725790,Accessories,Amazon,2,191.74,2028-08-15,Cancelled,State-30
AMA-972381,Fashion,Amazon,10,769.55,2028-08-16,In Transit,State-22
AMA-351908,Books,Amazon,1,952.89,2028-08-17,Cancelled,State-17
AMA-651525,Electronics,Amazon,8,410.58,2028-08-18,In Transit,State-15
AMA-863954,Fashion,Amazon,4,794.22,2028-08-19,In Transit,State-22
AMA-526379,Books,Amazon,1,688.58,2028-08-20,In Transit,State-11
AMA-142486,Books,Amazon,8,888.33,2028-08-21,In Transit,State-4
AMA-193451,Electronics,Amazon,3,608.19,2028-08-22,Cancelled,State-24
AMA-457011,Books,Amazon,8,583.44,2028-08-23,In Transit,State-23
AMA-828535,Accessories,Amazon,5,465.52,2028-08-24,Cancelled,State-5
AMA-350889,Books,Amazon,2,446.00,2028-08-25,Delivered,State-16
AMA-777519,Books,Amazon,2,171.47,2028-08-26,Delivered,State-15
AMA-505866,Books,Amazon,1,510.48,2028-08-27,Delivered,State-26
AMA-577050,Fashion,Amazon,2,841.66,2028-08-28,Delivered,State-19
AMA-957541,Accessories,Amazon,5,900.99,2028-08-29,In Transit,State-13
AMA-325923,Fashion,Amazon,5,682.45,2028-08-30,In Transit,State-17
AMA-166073,Fashion,Amazon,1,367.68,2028-08-31,Cancelled,State-21
AMA-580640,Accessories,Amazon,6,269.43,2028-09-01,Cancelled,State-16
AMA-240925,Books,Amazon,5,378.76,2028-09-02,In Transit,State-10
AMA-719144,Accessories,Amazon,9,787.99,2028-09-03,In Transit,State-8
AMA-804385,Books,Amazon,1,998.66,2028-09-04,Delivered,State-16
AMA-308565,Books,Amazon,4,889.75,2028-09-05,Delivered,State-30
AMA-610044,Electronics,Amazon,2,278.69,2028-09-06,Delivered,State-3
AMA-427863,Accessories,Amazon,1,179.48,2028-09-07,Cancelled,State-3
AMA-706767,Accessories,Amazon,1,675.99,2028-09-08,In Transit,State-17
AMA-181546,Books,Amazon,9,731.97,2028-09-09,In Transit,State-19
AMA-784878,Books,Amazon,5,781.61,2028-09-10,In Transit,State-21
AMA-412402,Electronics,Amazon,2,480.65,2028-09-11,In Transit,State-28
AMA-393112,Books,Amazon,10,252.72,2028-09-12,Cancelled,State-2
AMA-243566,Accessories,Amazon,8,128.26,2028-09-13,In Transit,State-7
AMA-519657,Electronics,Amazon,3,551.59,2028-09-14,In Transit,State-14
AMA-259404,Electronics,Amazon,6,501.53,2028-09-15,Delivered,State-29
AMA-856681,Electronics,Amazon,7,285.30,2028-09-16,In Transit,State-1
AMA-503420,Books,Amazon,9,672.56,2028-09-17,In Transit,State-29
AMA-843189,Electronics,Amazon,7,528.90,2028-09-18,In Transit,State-10
AMA-711678,Accessories,Amazon,1,501.41,2028-09-19,Cancelled,State-26
AMA-617641,Books,Amazon,6,815.86,2028-09-20,In Transit,State-15
AMA-157068,Books,Amazon,5,609.09,2028-09-21,In Transit,State-30
AMA-655223,Electronics,Amazon,2,878.12,2028-09-22,In Transit,State-21
AMA-488941,Electronics,Amazon,8,292.34,2028-09-23,Cancelled,State-13
AMA-902485,Fashion,Amazon,3,449.42,2028-09-24,Cancelled,State-26
AMA-797794,Accessories,Amazon,4,154.97,2028-09-25,Cancelled,State-20
AMA-157649,Fashion,Amazon,9,558.94,2028-09-26,Cancelled,State-16
AMA-378159,Books,Amazon,5,932.57,2028-09-27,In Transit,State-26
AMA-674570,Electronics,Amazon,6,827.54,2028-09-28,In Transit,State-9
AMA-607483,Books,Amazon,7,202.28,2028-09-29,Cancelled,State-22
AMA-455321,Books,Amazon,7,584.06,2028-09-30,Delivered,State-9
AMA-160780,Fashion,Amazon,10,339.96,2028-10-01,In Transit,State-20
AMA-969806,Accessories,Amazon,9,890.72,2028-10-02,Cancelled,State-27
AMA-675611,Books,Amazon,1,355.91,2028-10-03,Cancelled,State-17
AMA-931433,Accessories,Amazon,7,545.18,2028-10-04,Delivered,State-17
AMA-311249,Fashion,Amazon,8,981.59,2028-10-05,In Transit,State-16
AMA-459201,Accessories,Amazon,1,387.25,2028-10-06,In Transit,State-19
AMA-953974,Electronics,Amazon,7,395.39,2028-10-07,Delivered,State-6
AMA-417927,Books,Amazon,3,868.13,2028-10-08,In Transit,State-6
AMA-730790,Accessories,Amazon,5,698.84,2028-10-09,In Transit,State-19
AMA-193173,Accessories,Amazon,6,184.65,2028-10-10,Cancelled,State-20
AMA-781898,Fashion,Amazon,4,155.48,2028-10-11,In Transit,State-6
AMA-549546,Books,Amazon,4,824.53,2028-10-12,In Transit,State-22
AMA-681995,Fashion,Amazon,9,976.75,2028-10-13,In Transit,State-23
AMA-392397,Accessories,Amazon,7,261.11,2028-10-14,In Transit,State-12
AMA-863131,Fashion,Amazon,10,668.80,2028-10-15,Delivered,State-4
AMA-479458,Books,Amazon,5,455.85,2028-10-16,Delivered,State-28
AMA-365699,Electronics,Amazon,3,762.92,2028-10-17,Cancelled,State-15
AMA-933673,Accessories,Amazon,5,450.77,2028-10-18,Delivered,State-5
AMA-468483,Electronics,Amazon,5,644.48,2028-10-19,In Transit,State-5
AMA-401232,Books,Amazon,8,207.62,2028-10-20,Delivered,State-12
AMA-388347,Fashion,Amazon,6,431.90,2028-10-21,In Transit,State-20
AMA-795724,Accessories,Amazon,2,755.62,2028-10-22,Cancelled,State-4
AMA-342758,Books,Amazon,9,907.65,2028-10-23,Cancelled,State-18
AMA-589243,Accessories,Amazon,9,314.26,2028-10-24,In Transit,State-9
AMA-284600,Fashion,Amazon,6,113.14,2028-10-25,In Transit,State-29
AMA-181182,Electronics,Amazon,2,753.24,2028-10-26,Delivered,State-19
AMA-951780,Accessories,Amazon,6,162.76,2028-10-27,Delivered,State-13
AMA-758139,Electronics,Amazon,10,329.09,2028-10-28,Cancelled,State-7
AMA-983232,Fashion,Amazon,8,847.75,2028-10-29,In Transit,State-13
AMA-764314,Books,Amazon,4,751.27,2028-10-30,Cancelled,State-24
AMA-919625,Fashion,Amazon,5,249.95,2028-10-31,Cancelled,State-12
